id,old_id,title,author,author_type,year,venue,venue_type,link,reference,objective,artifacts
S134,S137,ATDx: A tool for Providing a Data-driven Overview of Architectural Technical Debt in Software-intensive Systems,"Sebastian Ospina
Roberto Verdecchia
Ivano Malavolta
Patricia Lago",Academia,"2,021.00",European Conference on Software Architecture,Conference,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117850664&partnerID=40&md5=ec083cccd8995030bb503d8e44957683,"@inproceedings{inproceedings,
author = {Ospina, Sebastian and Verdecchia, Roberto and Malavolta, Ivano and Lago, Patricia},
year = {2021},
month = {09},
pages = {},
title = {ATDx: A tool for Providing a Data-driven Overview of Architectural Technical Debt in Software-intensive Systems}
}","With this paper we make available the
ATDx tool, an implementation of ATDx written in Python, designed in a plug-in fashion.",ATDx:
S135,S138,Determining Enterprise Architecture Smells from Software Architecture Smells,"Benny Tieu
Simon Hacks",Academia,"2,021.00",Conference on Business Informatics,Conference,http://doi.org/10.1109/CBI52690.2021.10064,"@INPROCEEDINGS{Tieu2021-sq,
  title           = ""Determining enterprise architecture smells from software
                     architecture smells"",
  booktitle       = ""2021 {IEEE} 23rd Conference on Business Informatics
                     ({CBI})"",
  author          = ""Tieu, Benny and Hacks, Simon"",
  publisher       = ""IEEE"",
  month           =  sep,
  year            =  2021,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2021 IEEE 23rd Conference on Business Informatics (CBI)"",
  location        = ""Bolzano, Italy""
}",The goal of this paper is to find EA smells derived from existing SA smells.,"inFusion
iPlasma
Arcan"
S136,S139,Experiences on Managing Technical Debt with Code Smells and AntiPatterns,"Jacinto Ramirez Lahti
Antti-Pekka Tuovinen
Tommi Mikkonen",Both,"2,021.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt52882.2021.00013,"@INPROCEEDINGS{Lahti2021-ot,
  title           = ""Experiences on managing technical debt with code smells
                     and {AntiPatterns}"",
  booktitle       = ""2021 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""Lahti, Jacinto Ramirez and Tuovinen, Antti-Pekka and
                     Mikkonen, Tommi"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2021,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2021 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Madrid, Spain""
}","In paper, our goal is to show how to effectively use common
tools and the existing body of knowledge on code smells and
AntiPatterns to detect technical debt and pay it back.","CodeMR
IntelliJ IDEA"
S137,S140,SATDBailiff-mining and tracking self-admitted technical debt,"Eman Abdullah AlOmar
Ben Christians
Mihal Busho
Ahmed Hamad AlKhalid
Ali Ouni
Christian Newman
Mohamed Wiem Mkaouer",Academia,"2,021.00",Science of Computer Programming,Journal,https://doi.org/10.1016/j.scico.2021.102693,"@article{AlOmar2022,
  doi = {10.1016/j.scico.2021.102693},
  url = {https://doi.org/10.1016/j.scico.2021.102693},
  year = {2022},
  month = jan,
  publisher = {Elsevier {BV}},
  volume = {213},
  pages = {102693},
  author = {Eman Abdullah AlOmar and Ben Christians and Mihal Busho and Ahmed Hamad AlKhalid and Ali Ouni and Christian Newman and Mohamed Wiem Mkaouer},
  title = {{SATDBailiff}-mining and tracking self-admitted technical debt},
  journal = {Science of Computer Programming}
}","In this paper, we propose SATDBailiff, a tool that uses an existing state-of-the-art SATD detection tool, to identify SATD in method comments, then properly track their lifespan.",SATDBailiff
S138,S142,The Technical Debt Density Over Multiple Releases and the Refactoring Story,"Mrwan BenIdris
Hany Ammar
Dale Dzielski",Academia,"2,021.00",International Journal of Software Engineering and Knowledge Engineering,Journal,https://doi.org/10.1142/S0218194021500017,"@article{BenIdris_2021,
	doi = {10.1142/s0218194021500017},
	url = {https://doi.org/10.1142%2Fs0218194021500017},
	year = 2021,
	month = {jan},
	publisher = {World Scientific Pub Co Pte Lt},
	volume = {31},
	number = {01},
	pages = {99--116},
	author = {Mrwan BenIdris and Hany Ammar and Dale Dzielski},
	title = {The Technical Debt Density Over Multiple Releases and the Refactoring Story},
	journal = {International Journal of Software Engineering and Knowledge Engineering}
}","Designite will be used to detect smells. We describe a case study conducted to explore
the following: (1) What is the average smells density for architecture, design, and code smells in an OSSP? (2) Does the density of each smell type increase over multiple releases? (3) What percentage of each smell-type density is eliminated by refactoring?",Designite
S139,S143,"Experience With Managing Technical Debt in Scientific Software Development Using the
EXA2PRO Framework","NIKOLAOS NIKOLAIDIS
DIMITRIOS ZISIS
APOSTOLOS AMPATZOGLOU
ALEXANDER CHATZIGEORGIOU
DIMITRIOS SOUDRIS",Academia,"2,021.00",IEEE Access,Journal,http://doi.org/10.1109/ACCESS.2021.3079271,"@article{Nikolaidis_2021,
	doi = {10.1109/access.2021.3079271},
	url = {https://doi.org/10.1109%2Faccess.2021.3079271},
	year = 2021,
	publisher = {Institute of Electrical and Electronics Engineers ({IEEE})},
	volume = {9},
	pages = {72524--72534},
	author = {Nikolaos Nikolaidis and Dimitrios Zisis and Apostolos Ampatzoglou and Alexander Chatzigeorgiou and Dimitrios Soudris},
	title = {Experience With Managing Technical Debt in Scientific Software Development Using the {EXA}2PRO Framework},
	journal = {{IEEE} Access}
}","In this paper, we present the outcome of a 3-year research project on
Technical Debt Management (TDM) for scientific software development. The outcome of the project is a
framework (termed: EXA2PRO TDM framework) and an accompanying platform for assisting scientific
software developers in managing the TD of their applications.",EXA2PRO
S140,S144,Technical Debt Forecasting Based on Deep Learning Techniques,"Maria Mathioudaki
Dimitrios Tsoukalas
Miltiadis Siavvas
Dionysios Kehagias",Academia,"2,021.00", International Conference on Computational Science and Its Applications,Conference,https://doi.org/10.1007/978-3-030-87007-2_22,"@incollection{Mathioudaki_2021,
	doi = {10.1007/978-3-030-87007-2_22},
	url = {https://doi.org/10.1007%2F978-3-030-87007-2_22},
	year = 2021,
	publisher = {Springer International Publishing},
	pages = {306--322},
	author = {Maria Mathioudaki and Dimitrios Tsoukalas and Miltiadis Siavvas and Dionysios Kehagias},
	title = {Technical Debt Forecasting Based on Deep Learning Techniques},
	booktitle = {Computational Science and Its Applications {\textendash} {ICCSA} 2021}
}","To this end, in the present paper we investigate whether the adoption of Deep
Learning models may lead to accurate and practical TD forecasts, giving partic-
ular emphasis on the long-term predictions that have been the most important
limitation of our previous relevant studies [15,16]. For this purpose, we utilize
TD measurements throughout the different commits of five open-source Java
projects obtained from the Technical Debt Dataset [18]. Subsequently, based on
this dataset, a Multi-layer Perceptron (MLP) model is constructed and exper-
iments are performed for each of the five projects for 5 to 150 commits ahead.","Keras
Scikit-Learn
SonarQube"
S141,S145,Machine Learning for Technical Debt Identification,"Dimitrios Tsoukalas
Nikolaos Mittas
Alexander Chatzigeorgiou
Dionysios Kehagias
Apostolos Ampatzoglou
Theodoros Amanatidis
Lefteris Angelis",Academia,"2,021.00",IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Journal,http://doi.org/10.1109/TSE.2021.3129355,"@article{Tsoukalas_2021,
	doi = {10.1109/tse.2021.3129355},
	url = {https://doi.org/10.1109.tse.2021.3129355},
	year = 2021,
	publisher = {Institute of Electrical and Electronics Engineers ({IEEE})},
	pages = {1--1},
	author = {Dimitrios Tsoukalas and Nikolaos Mittas and Alexandros Chatzigeorgiou and Dionisis D. Kehagias and Apostolos Ampatzoglou and Theodoros Amanatidis and Lefteris Angelis},
	title = {Machine Learning for Technical Debt Identification},
	journal = {{IEEE} Transactions on Software Engineering}
}","To alleviate this issue we use 18 metrics pertaining to source code, repository activity, issue tracking, refactorings, duplication and commenting rates of each class as features for statistical and Machine Learning models, so as to classify them as High-TD or not. As a
benchmark we exploit 18,857 classes obtained from 25 Java projects, whose high levels of TD has been confirmed by three leading tools.","TD Benchmarker
PyDriller 
RMiner
CK [26]
PMD’s Copy/Paste Detector
cloc
Scikit-Learn"
S142,S146,FixMe: A GitHub Bot for Detecting and Monitoring On-Hold Self-Admitted Technical Debt,"Saranphon Phaithoon
Supakarn Wongnil
Patiphol Pussawong
Morakot Choetkiertikul
Chaiyong Ragkhitwetsagul
Thanwadee Sunetnanta
Rungroj Maipradit
Hideaki Hata
Kenichi Matsumoto†",Academia,"2,021.00",International Conference on Automated Software Engineering,Conference,https://doi.org/10.1109/ASE51524.2021.9678680,"@inproceedings{Phaithoon_2021,
        doi = {10.1109/ase51524.2021.9678680},
        url = {https://doi.org/10.1109%2Fase51524.2021.9678680},
        year = 2021,
        month = {nov},
        publisher = {{IEEE}},
        author = {Saranphon Phaithoon and Supakarn Wongnil and Patiphol Pussawong and Morakot Choetkiertikul and Chaiyong Ragkhitwetsagul and Thanwadee Sunetnanta and Rungroj Maipradit and Hideaki Hata and Kenichi Matsumoto},
        title = {{FixMe}: A {GitHub} Bot for Detecting and Monitoring On-Hold Self-Admitted Technical Debt},
        booktitle = {2021 36th {IEEE}/{ACM} International Conference on Automated Software Engineering ({ASE})}
}
","In this paper, we propose FixMe, a GitHub bot that helps developers detecting and monitoring On-hold SATD in their repositories and notify them whenever the On-hold SATDs are ready to be fixed (i.e. the referenced issues are resolved).",FixMe
S143,S147,A Clustering Approach Towards Cross‐Project Technical Debt Forecasting,"Dimitrios Tsoukalas
Maria Mathioudaki
Miltiadis Siavvas
Dionysios Kehagias
Alexander Chatzigeorgiou",Academia,"2,021.00",SN Computer Science,Journal,https://doi.org/10.1007/s42979-020-00408-4,"@article{Tsoukalas_2021,
	doi = {10.1007/s42979-020-00408-4},
	url = {https://doi.org/10.1007%2Fs42979-020-00408-4},
	year = 2021,
	month = {jan},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {2},
	number = {1},
	author = {Dimitrios Tsoukalas and Maria Mathioudaki and Miltiadis Siavvas and Dionysios Kehagias and Alexander Chatzigeorgiou},
	title = {A Clustering Approach Towards Cross-Project Technical Debt Forecasting},
	journal = {{SN} Computer Science}
}","To this end, in the present paper, to overcome the aforementioned problem, we intro-
duce a novel clustering-based approach that aims to improve the performance of TD forecasting models in cross-project prediction.","Scikit-Learn
SonarQube"
S144,S148,Impact of Opportunistic Reuse Practices to Technical Debt,"Rafael Capilla
Tommi Mikkonen
Carlos Carrillo
Francesca Arcelli Fontana
Ilaria Pigazzini
Valentina Lenarduzzi",Academia,"2,021.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt52882.2021.00011,"@inproceedings{Capilla_2021,
	doi = {10.1109/techdebt52882.2021.00011},
	url = {https://doi.org/10.1109%2Ftechdebt52882.2021.00011},
	year = 2021,
	month = {may},
	publisher = {{IEEE}},
	author = {Rafael Capilla and Tommi Mikkonen and Carlos Carrillo and Francesca Arcelli Fontana and Ilaria Pigazzini and Valentina Lenarduzzi},
	title = {Impact of Opportunistic Reuse Practices to Technical Debt},
	booktitle = {2021 {IEEE}/{ACM} International Conference on Technical Debt ({TechDebt})}
}","In this paper, we carry out an exploratory study to investigate to what extent reusing components opportunistically negatively affects the quality of systems. We use one commercial and one research tool to analyze the TD ratios of three case systems, before and after opportunistically extending them with open-source software.","SonarQube
Arcan"
S145,S149,On the Lack of Consensus Among Technical Debt Detection Tools,"Jason Lefever
Yuanfang Cai
Humberto Cervantes
Rick Kazman
Hongzhou Fang",Academia,"2,021.00",International Conference on Software Engineering: Software Engineering in Practice,Conference,http://doi.org/10.1109/ICSE-SEIP52600.2021.00021,"@INPROCEEDINGS{Lefever2021-ot,
  title           = ""On the lack of consensus among technical debt detection
                     tools"",
  booktitle       = ""2021 {IEEE/ACM} 43rd International Conference on Software
                     Engineering: Software Engineering in Practice
                     ({ICSE-SEIP})"",
  author          = ""Lefever, Jason and Cai, Yuanfang and Cervantes, Humberto
                     and Kazman, Rick and Fang, Hongzhou"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2021,
  conference      = ""2021 IEEE/ACM 43rd International Conference on Software
                     Engineering: Software Engineering in Practice (ICSE-SEIP)"",
  location        = ""Madrid, ES""
}",,"SonarQube
Designite Java
DV8
Structure101
Archinaut
Succinct Code Counter"
S146,S150,An Overview and Comparison of Technical Debt Measurement Tools,"Paris Avgeriou
Davide Taibi
Apostolos Ampatzoglou
Francesca Arcelli Fontana
Terese Besker
Alexander Chatzigeorgiou
Valentina Lenarduzzi
Antonio Martini
Athanasia Moschou
Ilaria Pigazzini
Nyyti Saarimäki
Darius Sas
Saulo Soares de Toledo
Angeliki Tsintzira",Academia,"2,021.00",IEEE Software,Journal,https://doi.org/10.1109/MS.2020.3024958,"@ARTICLE{Avgeriou2021-fi,
  title     = ""An overview and comparison of technical debt measurement tools"",
  author    = ""Avgeriou, Paris C and Taibi, Davide and Ampatzoglou, Apostolos
               and Arcelli Fontana, Francesca and Besker, Terese and
               Chatzigeorgiou, Alexander and Lenarduzzi, Valentina and Martini,
               Antonio and Moschou, Athanasia and Pigazzini, Ilaria and
               Saarimaki, Nyyti and Sas, Darius Daniel and de Toledo, Saulo
               Soares and Tsintzira, Angeliki Agathi"",
  journal   = ""IEEE Softw."",
  publisher = ""Institute of Electrical and Electronics Engineers (IEEE)"",
  volume    =  38,
  number    =  3,
  pages     = ""61--71"",
  month     =  may,
  year      =  2021,
  copyright = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html""
}","Different tools adopt different terms, metrics, and ways to identify and measure technical debt.We attempt to clarify the situation by comparing the features and popularity of technical debt measurement tools and analyzing the existing empirical evidence on their validity.","CAST
SonarGraph
NDepend
SonarQube
SQuORE
CodeMRI
Code Inspector
DV8
SymfonyInsight"
S147,S151,DebtHunter: A Machine Learning-based Approach for Detecting Self-Admitted Technical Debt,"Irene Sala
Antonela Tommasel
Francesca Arcelli Fontana",Academia,"2,021.00",Evaluation and Assessment in Software Engineering,Conference,https://doi.org/10.1145/3463274.3464455,"@INPROCEEDINGS{Sala2021-gk,
  title      = ""{DebtHunter}: A machine learning-based approach for detecting
                self-admitted technical debt"",
  booktitle  = ""Evaluation and Assessment in Software Engineering"",
  author     = ""Sala, Irene and Tommasel, Antonela and Arcelli Fontana,
                Francesca"",
  publisher  = ""ACM"",
  month      =  jun,
  year       =  2021,
  address    = ""New York, NY, USA"",
  conference = ""EASE 2021: Evaluation and Assessment in Software Engineering"",
  location   = ""Trondheim Norway""
}","This paper presents DebtHunter, a natural language processing (NLP)- and machine learning (ML)- based approach for identifying and classifying SATD in source code comments.",DebtHunter
S148,S153,Architectural Technical Debt of Multiagent Systems Development Platforms,"Ilaria Pigazzini
Daniela Briola
Francesca Arcelli Fontana",Academia,"2,021.00",Workshop From Objects to Agents,Workshop,,,,Arcan
S149,S155,Metrics to Measure Code Complexity Based on Software Design: Practical Evaluation,"Omar Masmali
Omar Badreddin
Rahad khandoker",Academia,"2,021.00",Future of Information and Communication Conference,Conference,https://doi.org/10.1007/978-3-030-73103-8_9,"@INCOLLECTION{Masmali2021-ps,
  title     = ""Metrics to measure code complexity based on software design:
               Practical evaluation"",
  booktitle = ""Advances in Intelligent Systems and Computing"",
  author    = ""Masmali, Omar and Badreddin, Omar and Khandoker, Rahad"",
  publisher = ""Springer International Publishing"",
  pages     = ""142--157"",
  series    = ""Advances in intelligent systems and computing"",
  year      =  2021,
  address   = ""Cham""
}","In this paper, we propose new code complexity metrics that are derived from its design. This
approach ensures that the derived metrics are uniquely tailored for the software
under development, and the derived metrics are unique for each software module.","PMD
inFusion
JDeodorant
JSpIRIT
SonarQube
Understand
Visual Paradigm"
S150,S156,The Need for Holistic Technical Debt Management across the Value Stream: Lessons Learnt and Open Challenges,"Somayeh Malakuti
Jens Heuschkel",Industry,"2,021.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/1122445.1122456,"@INPROCEEDINGS{Malakuti2021-jd,
  title           = ""The need for holistic technical debt management across the
                     value stream: Lessons learnt and open challenges"",
  booktitle       = ""2021 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""Malakuti, Somayeh and Heuschkel, Jens"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2021,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2021 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Madrid, Spain""
}","To identify the challenges, we provide a conceptual framework for holistic debt management across the product development value stream, which takes multiple categories of debt and their interplays into account. We use this framework to identify multiple challenges that are still open to be explored by the research community.","Lattix
SonarQube"
S151,S157,Building and evaluating a theory of architectural technical debt in software-intensive systems,"Roberto Verdecchia
Philippe Kruchten
Patricia Lago
Ivano Malavolta",Academia,"2,021.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2021.110925,"@ARTICLE{Verdecchia2021-as,
  title     = ""Building and evaluating a theory of architectural technical debt
               in software-intensive systems"",
  author    = ""Verdecchia, Roberto and Kruchten, Philippe and Lago, Patricia
               and Malavolta, Ivano"",
  journal   = ""J. Syst. Softw."",
  publisher = ""Elsevier BV"",
  volume    =  176,
  number    =  110925,
  pages     = ""110925"",
  month     =  jun,
  year      =  2021,
  copyright = ""http://creativecommons.org/licenses/by/4.0/"",
  language  = ""en""
}","In this study, we aim at developing a better understanding of how software development organizations conceptualize architectural debt, and how they deal with it.","Clang Tidy
SonarQube
Ndepend"
S152,S159,Self-admitted technical debt practices: a comparison between industry and open-source,"Fiorella Zampetti
Gianmarco Fucci
Alexander Serebrenik
Massimiliano Di Penta",Academia,"2,021.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-021-10031-3,"@article{Zampetti_2021,
	doi = {10.1007/s10664-021-10031-3},
	url = {https://doi.org/10.1007%2Fs10664-021-10031-3},
	year = 2021,
	month = {sep},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {26},
	number = {6},
	author = {Fiorella Zampetti and Gianmarco Fucci and Alexander Serebrenik and Massimiliano Di Penta},
	title = {Self-admitted technical debt practices: a comparison between industry and open-source},
	journal = {Empirical Software Engineering}
}",This paper reports the results of a study in which we asked developers from industry and open-source about their practices in annotating source code and other artifacts for self-admitting TD.,"todo
Probot (framework to develop apps for automate github workflow)"
S153,S160,QScored: A Large Dataset of Code Smells and Quality Metrics,"Tushar Sharma
Marouane Kessentini",Both,"2,021.00",International Conference on Mining Software Repositories,Conference,http://doi.org/10.1109/MSR52588.2021.00080,"@inproceedings{Sharma_2021,
	doi = {10.1109/msr52588.2021.00080},
	url = {https://doi.org/10.1109%2Fmsr52588.2021.00080},
	year = 2021,
	month = {may},
	publisher = {{IEEE}},
	author = {Tushar Sharma and Marouane Kessentini},
	title = {{QScored}: A Large Dataset of Code Smells and Quality Metrics},
	booktitle = {2021 {IEEE}/{ACM} 18th International Conference on Mining Software Repositories ({MSR})}
}","In this paper, we present
QScored dataset; the dataset contains code quality information
of more than 86 thousand C# and Java GitHub repositories
containing more than 1.1 billion lines of code.","Designite
DesigniteJava
QScored"
S154,S162,One Step Further: Investigating Problematic Files of Architecture Anti-patterns,"Jingwen Liu
Wuxia Jin
Qiong Feng
Xinyu Zhang
Yitong Dai",Academia,"2,021.00",International Symposium on Software Reliability Engineering,Conference,http://doi.org/10.1109/ISSRE52982.2021.00060,"@inproceedings{Liu_2021,
	doi = {10.1109/issre52982.2021.00060},
	url = {https://doi.org/10.1109%2Fissre52982.2021.00060},
	year = 2021,
	month = {oct},
	publisher = {{IEEE}},
	author = {Jingwen Liu and Wuxia Jin and Qiong Feng and Xinyu Zhang and Yitong Dai},
	title = {One Step Further: Investigating Problematic Files of Architecture Anti-patterns},
	booktitle = {2021 {IEEE} 32nd International Symposium on Software Reliability Engineering ({ISSRE})}
}","Using 45 Python projects as subjects, we investigate
root files’ maintainability, evolution (i.e., birth, living, and death),
and their interactions in different architecture anti-patterns.","DV8
AI Reviewer
ARCADE
Arcan
Designite
Sonargraph
Structure 101"
S155,S164,Refactorings and Technical Debt in Docker Projects: An Empirical Study,"Emna Ksontini
Marouane Kessentini
Thiago do N. Ferreira
Foyzul Hassan",Academia,"2,021.00",International Conference on Automated Software Engineering,Conference,https://doi.org/10.1109/ASE51524.2021.9678585,"@inproceedings{Ksontini_2021,
	doi = {10.1109/ase51524.2021.9678585},
	url = {https://doi.org/10.1109%2Fase51524.2021.9678585},
	year = 2021,
	month = {nov},
	publisher = {{IEEE}},
	author = {Emna Ksontini and Marouane Kessentini and Thiago do N. Ferreira and Foyzul Hassan},
	title = {Refactorings and Technical Debt in Docker Projects: An Empirical Study},
	booktitle = {2021 36th {IEEE}/{ACM} International Conference on Automated Software Engineering ({ASE})}
}","In this paper, we address the above gap by studying refactorings, i.e., structural changes while preserving the behavior, applied in open-source Docker projects, and the technical debt
issues they alleviate.","RMiner
"
S156,S163,Two Different Facets of Architectural Smells Criticality: An Empirical Study,"Ilaria Pigazzini
Davide Foppiani
Francesca Arcelli Fontana",Academia,"2,021.00"," 1st International Workshop on Mining Software
Repositories for Software Architectur",Workshop,,"@inproceedings{DBLP:conf/ecsa/PigazziniFF21,
  author    = {Ilaria Pigazzini and
               Davide Foppiani and
               Francesca Arcelli Fontana},
  editor    = {Robert Heinrich and
               Raffaela Mirandola and
               Danny Weyns},
  title     = {Two Different Facets of Architectural Smells Criticality: An Empirical
               Study},
  booktitle = {{ECSA} 2021 Companion Volume, Virtual (originally: V{\""{a}}xj{\""{o}},
               Sweden), 13-17 September, 2021},
  series    = {{CEUR} Workshop Proceedings},
  volume    = {2978},
  publisher = {CEUR-WS.org},
  year      = {2021},
  url       = {http://ceur-ws.org/Vol-2978/msr4sa-paper2.pdf},
  timestamp = {Mon, 25 Oct 2021 15:03:56 +0200},
  biburl    = {https://dblp.org/rec/conf/ecsa/PigazziniFF21.bib},
  bibsource = {dblp computer science bibliography, https://dblp.org}
}","In order to evaluate the criticality of AS, in this paper we consider two facets: the PageRank metric, to assess the centrality of a smell in a project, and Severity, a metric to estimate the cost-solving of smells.",Arcan
S157,S166,A DQN-based agent for automatic software refactoring,"Hamidreza Ahmadi
Mehrdad Ashtiani
Mohammad Abdollahi Azgomi
Raana Saheb-Nassagh",Academia,"2,022.00",Information and Software Technology,Journal,https://doi.org/10.1016/j.infsof.2022.106893,"@article{Ahmadi2022,
title = {A DQN-based agent for automatic software refactoring},
journal = {Information and Software Technology},
volume = {147},
pages = {106893},
year = {2022},
issn = {0950-5849},
doi = {https://doi.org/10.1016/j.infsof.2022.106893},
url = {https://www.sciencedirect.com/science/article/pii/S0950584922000556},
author = {Hamidreza Ahmadi and Mehrdad Ashtiani and Mohammad Abdollahi Azgomi and Raana Saheb-Nassagh},
keywords = {Software refactoring, Design patterns, Technical debt, Software metrics, Reinforcement learning}}","In this research, a solution is proposed inspired by search-based refactoring while taking advantage of exploitation in reinforcement learning techniques. In the proposed approach, the problem of uncertainty is solved by targeting the selection of refactoring actions used in the search-based approach. Also, due to the reduction of the dependency between the choice of the appropriate refactoring and its execution time, the time problem in large software refactoring has been greatly improved.","A-CMA
A-CMA DQN"
S158,S167,DebtFree: minimizing labeling cost in self-admitted technical debt identification using semi-supervised learning,"Huy Tu
Tim Menzies",Academia,"2,022.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-022-10121-w,"@article{Tu2022,
  author    = {Huy Tu and
               Tim Menzies},
  title     = {DebtFree: Minimizing Labeling Cost in Self-Admitted Technical Debt
               Identification using Semi-Supervised Learning},
  journal   = {CoRR},
  volume    = {abs/2201.10592},
  year      = {2022},
  url       = {https://arxiv.org/abs/2201.10592},
  eprinttype = {arXiv},
  eprint    = {2201.10592},
  timestamp = {Tue, 01 Feb 2022 14:59:01 +0100},
  biburl    = {https://dblp.org/rec/journals/corr/abs-2201-10592.bib},
  bibsource = {dblp computer science bibliography, https://dblp.org}
}","To solve the above problems, we propose DebtFree, a two-mode framework based on unsupervised learning for identifying SATDs. In mode1, when the existing training data is unlabeled, DebtFree starts with an unsupervised learner to automatically pseudo-label the programming comments in the training data. In contrast, in mode2 where labels are available with the corresponding training data, Debt Free starts with a pre-processor that identifies the highly prone SATDs from the test dataset.",DebtFree
S159,S168,Empirical evaluation of an architectural technical debt index in the context of the Apache and ONAP ecosystems,"Roberto Verdecchia
Ivano Malavolta
Patricia Lago
Ipek Ozkaya",Academia,"2,022.00",PeerJ Computer Science,Journal,https://doi.org/10.7717/peerj-cs.833,"@article{10.7717/peerj-cs.833,
 title = {Empirical evaluation of an architectural technical debt index in the context of the Apache and ONAP ecosystems},
 author = {Verdecchia, Roberto and Malavolta, Ivano and Lago, Patricia and Ozkaya, Ipek},
 year = 2022,
 month = feb,
 keywords = {Technical debt, Software architecture, Index, Software metrics, Software portfolio analysis, Empirical evaluation},
 volume = 8,
 pages = {e833},
 journal = {PeerJ Computer Science},
 issn = {2376-5992},
 url = {https://doi.org/10.7717/peerj-cs.833},
 doi = {10.7717/peerj-cs.833}
}",,"ATDx
SonarQube"
S160,S169,Detection of Design Smells Using Adaptive Neuro-Fuzzy Approaches,"Amjad AbuHassan
Mohammad Alshayeb
Lahouari Ghouti",Academia,"2,022.00",International Journal of Fuzzy Systems,Journal,https://doi.org/10.1007/s40815-022-01248-5,"@ARTICLE{AbuHassan2022-ds,
  title     = ""Detection of design smells using adaptive neuro-fuzzy approaches"",
  author    = ""AbuHassan, Amjad and Alshayeb, Mohammad and Ghouti, Lahouari"",
  journal   = ""Int. J. Fuzzy Syst."",
  publisher = ""Springer Science and Business Media LLC"",
  month     =  feb,
  year      =  2022,
  language  = ""en""
}
","To fix the underlying code and
design smells, they must be first detected and classified. As

code smells have been the focus of research in the litera-
ture, this paper focuses on detecting design smells. A novel

design smell detection scheme is proposed using adaptive
neuro-fuzzy approaches.","Together
Designite"
S161,S170,Crowdsmelling: A preliminary study on using collective knowledge in code smells detection,"Jose Pereira dos Reis
Fernando Brito e Abreu
Glauco de Figueiredo Carneiro",Academia,"2,022.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-021-10110-5,"@ARTICLE{Reis2022-em,
  title     = ""Crowdsmelling: A preliminary study on using collective knowledge
               in code smells detection"",
  author    = ""Reis, Jos{\'e} Pereira dos and Abreu, Fernando Brito e and
               Carneiro, Glauco de Figueiredo"",
  journal   = ""Empir. Softw. Eng."",
  publisher = ""Springer Science and Business Media LLC"",
  volume    =  27,
  number    =  3,
  month     =  may,
  year      =  2022,
  language  = ""en""
}","This paper
presents the results of a validation experiment for the Crowdsmelling approach proposed
earlier.",JDeodorant
S162,S171,Technical debt as an indicator of software security risk: a machine learning approach for software development enterprises,"Miltiadis Siavvas
Dimitrios Tsoukalas
Marija Jankovic
Dionysios Kehagias
Dimitrios Tzovaras",Academia,"2,022.00",ENTERPRISE INFORMATION SYSTEMS,Journal,https://doi.org/10.1080/17517575.2020.1824017,"@ARTICLE{Siavvas2022-wk,
  title     = ""Technical debt as an indicator of software security risk: a
               machine learning approach for software development enterprises"",
  author    = ""Siavvas, Miltiadis and Tsoukalas, Dimitrios and Jankovic, Marija
               and Kehagias, Dionysios and Tzovaras, Dimitrios"",
  journal   = ""Enterp. Inf. Syst."",
  publisher = ""Informa UK Limited"",
  volume    =  16,
  number    =  5,
  pages     = ""1--43"",
  month     =  may,
  year      =  2022,
  language  = ""en""
}
","To this
end, in the present study, we investigate the ability of common TD
indicators to indicate security risks in software products, both at
project-level and at class-level of granularity.","SonarQube
FindBugs
PMD"
